t,field_value,ell,h,gate,width
0.0,0.0,-5.099019513592785,0.0,0.0,2.0
0.00390625,0.0,-5.022411648304432,0.015321573057670679,0.0,2.0
0.0078125,0.0,-4.945803783016079,0.030643146115341247,0.0,2.0
0.01171875,0.0,-4.869195917727726,0.045964719173011925,0.0,2.0
0.015625,0.0,-4.792588052439373,0.06128629223068249,0.0,2.0
0.01953125,0.0,-4.715980187151019,0.07660786528835317,0.0,2.0
0.0234375,0.0,-4.639372321862666,0.09192943834602374,0.0,2.0
0.02734375,0.0,-4.562764456574313,0.10725101140369442,0.0,2.0
0.03125,0.0,-4.48615659128596,0.12257258446136499,0.0,2.0
0.03515625,0.0,-4.409548725997607,0.13789415751903566,0.0,2.0
0.0390625,0.0,-4.332940860709254,0.15321573057670623,0.0,2.0
0.04296875,0.0,-4.256332995420901,0.1685373036343769,0.0,2.0
0.046875,0.0,-4.179725130132548,0.1838588766920476,0.0,2.0
0.05078125,0.0,-4.103117264844194,0.19918044974971816,0.0,2.0
0.0546875,0.0,-4.026509399555841,0.21450202280738884,0.0,2.0
0.05859375,0.0,-3.949901534267488,0.2298235958650594,0.0,2.0
0.0625,0.0,-3.873293668979135,0.24514516892273008,0.0,2.0
0.06640625,0.0,-3.796685803690782,0.26046674198040065,0.0,2.0
0.0703125,0.0,-3.7200779384024285,0.27578831503807133,0.0,2.0
0.07421875,0.0,-3.6434700731140754,0.2911098880957419,0.0,2.0
0.078125,0.0,-3.5668622078257224,0.3064314611534126,0.0,2.0
0.08203125,0.0,-3.4902543425373693,0.32175303421108314,0.0,2.0
0.0859375,0.0,-3.4136464772490163,0.3370746072687538,0.0,2.0
0.08984375,0.0,-3.337038611960663,0.3523961803264245,0.0,2.0
0.09375,0.0,-3.2604307466723097,0.36771775338409507,0.0,2.0
0.09765625,0.0,-3.1838228813839566,0.38303932644176575,0.0,2.0
0.1015625,0.0,-3.1072150160956036,0.3983608994994363,0.0,2.0
0.10546875,0.0,-3.0306071508072505,0.413682472557107,0.0,2.0
0.109375,0.0,-2.9539992855188975,0.42900404561477756,0.0,2.0
0.11328125,0.0,-2.877391420230544,0.44432561867244824,0.0,2.0
0.1171875,0.0,-2.800783554942191,0.4596471917301188,0.0,2.0
0.12109375,0.0,-2.724175689653838,0.4749687647877895,0.0,2.0
0.125,0.0,-2.6475678243654848,0.4902903378454601,0.0,2.0
0.12890625,0.0,-2.5709599590771317,0.5056119109031307,0.0,2.0
0.1328125,0.0,-2.4943520937887786,0.5209334839608013,0.0,2.0
0.13671875,0.0,-2.417744228500425,0.536255057018472,0.0,2.0
0.140625,0.0,-2.341136363212072,0.5515766300761427,0.0,2.0
0.14453125,0.0,-2.264528497923719,0.5668982031338132,0.0,2.0
0.1484375,0.0,-2.187920632635366,0.5822197761914839,0.0,2.0
0.15234375,0.0,-2.1113127673470125,0.5975413492491546,0.0,2.0
0.15625,0.0,-2.0347049020586594,0.6128629223068252,0.0,2.0
0.16015625,0.0,-1.9580970367703063,0.6281844953644957,0.0,2.0
0.1640625,0.0,-1.8814891714819533,0.6435060684221664,0.0,2.0
0.16796875,0.0,-1.8048813061936002,0.6588276414798371,0.0,2.0
0.171875,0.0,-1.7282734409052467,0.6741492145375076,0.0,2.0
0.17578125,0.0,-1.6516655756168936,0.6894707875951782,0.0,2.0
0.1796875,0.0,-1.5750577103285406,0.7047923606528489,0.0,2.0
0.18359375,0.0,-1.4984498450401875,0.7201139337105196,0.0,2.0
0.1875,0.0,-1.4218419797518345,0.7354355067681901,0.0,2.0
0.19140625,0.0,-1.3452341144634814,0.7507570798258608,0.0,2.0
0.1953125,0.0,-1.268626249175128,0.7660786528835314,0.0,2.0
0.19921875,0.0,-1.1920183838867748,0.7814002259412021,0.0,2.0
0.203125,0.0,-1.1154105185984218,0.7967217989988726,0.0,2.0
0.20703125,0.0,-1.0388026533100687,0.8120433720565433,0.0,2.0
0.2109375,0.0,-0.9621947880217154,0.827364945114214,0.0,2.0
0.21484375,0.0,-0.8855869227333624,0.8426865181718846,0.0,2.0
0.21875,0.0,-0.8089790574450092,0.8580080912295552,0.0,2.0
0.22265625,0.0,-0.732371192156656,0.8733296642872258,0.0,2.0
0.2265625,0.0,-0.655763326868303,0.8886512373448965,0.0,2.0
0.23046875,0.0,-0.5791554615799497,0.903972810402567,0.0,2.0
0.234375,0.0,-0.5025475962915966,0.9192943834602377,0.0,2.0
0.23828125,0.0,-0.42593973100324345,0.9346159565179083,0.0,2.0
0.2421875,0.0,-0.34933186571489033,0.949937529575579,0.0,2.0
0.24609375,0.0,-0.2727240004265372,0.9652591026332495,0.0,2.0
0.25,0.0,-0.19611613513818404,0.9805806756909202,0.0,2.0
0.25390625,0.0,-0.1195082698498309,0.9959022487485909,0.0,2.0
0.255,0.0,-0.09805806756909237,1.0001922892047386,0.0,2.0
0.2578125,0.0,-0.042900404561477756,1.0112238218062615,0.0,2.0
0.2595,0.0,-0.009805806756908814,1.0178427413671753,0.0,2.0
0.25995,0.0,-0.0009805806756910673,1.0196077865834188,0.0,2.0
0.25999500000000003,0.0,-9.805806756868485e-05,1.0197842911050432,0.0,2.0
0.26,7.305769228778736e-32,1.6653345369377348e-16,1.019803902718557,8.320017359752858e-32,2.0
0.260005,2.5327950330153757e-08,9.805806756904567e-05,1.0198235143320709,2.8844268114057942e-08,2.0000172902829885
0.26005,2.5312420714157312e-06,0.0009805806756914281,1.0200000188536953,2.882729652549734e-06,2.0001729028298856
0.2605,0.00025157168075788915,0.009805806756909174,1.021765064069939,0.0002865758063929005,2.0017290282988562
0.26171875,0.002923034926377706,0.03370746072687539,1.026545394863932,0.0033319823702683323,2.005943534777319
0.265,0.023608975050124072,0.09805806756909274,1.0394155162323755,0.026960421777517847,2.0172902829885646
0.265625,0.029608750552951535,0.11031532601522853,1.0418669679216028,0.03382345510599956,2.0194515683621352
0.26953125,0.08015384908927067,0.18692319130358165,1.0571885409792734,0.09175854126275866,2.0329596019469514
0.2734375,0.14970471577641392,0.2635310565919348,1.072510114036944,0.1717421181160992,2.0464676355317675
0.27734375,0.2334496027281029,0.34013892188028794,1.0878316870946145,0.26837906294157476,2.0599756691165836
0.28125,0.32661787085494737,0.4167467871686411,1.1031532601522853,0.3762742530147389,2.0734837027013997
0.28515625,0.4244792290021787,0.4933546524569943,1.1184748332099559,0.4900325656111452,2.086991736286216
0.2890625,0.5223429722015651,0.5699625177453473,1.1337964062676265,0.6042588780063469,2.100499769871032
0.29296875,0.6155572207386012,0.6465703830337005,1.1491179793252972,0.7135580674758981,2.114007803455848
0.296875,0.6995081615540332,0.7231782483220537,1.1644395523829678,0.8125350112953521,2.127515837040664
0.30078125,0.769619293332845,0.7997861136104069,1.1797611254406384,0.8957945867402624,2.1410238706254803
0.3046875,0.8213506764825982,0.8763939788987599,1.195082698498309,0.9579416710861822,2.1545319042102964
0.30599019513592784,0.8337357676301838,0.901941932430908,1.2001922892047387,0.9730395782224825,2.1590366977199005
0.30859375,0.8501981890652666,0.9530018441871132,1.2104042715559797,0.993581141608666,2.1680399377951125
0.31049019513592785,0.854615088918694,0.9901941932430905,1.217842741367175,0.999713424193607,2.1745979524096084
0.31094019513592785,0.8546609756043866,0.9990194193243093,1.219607786583419,0.9999971172703475,2.1761540778785795
0.31098519513592787,0.8546437615726732,0.9999019419324316,1.2197842911050434,0.9999999711557319,2.1763096904254766
0.31099019513592785,0.8546416026541855,0.9999999999999997,1.219803902718557,1.0,2.176326980708465
0.3109951951359278,0.8546394191066389,1.0000980580675685,1.2198235143320708,1.0,2.1763442709914536
0.31104019513592784,0.8546197681918971,1.0009805806756908,1.2200000188536952,1.0,2.1764998835383507
0.31149019513592785,0.854423359330565,1.0098058067569093,1.221765064069939,1.0,2.1780560090073213
0.3125,0.8539832790254264,1.0296097094754662,1.2257258446136503,1.0,2.1815479713799286
0.31599019513592785,0.8524692803523043,1.098058067569092,1.2394155162323754,1.0,2.1936172636970297
0.31640625,0.8522895299741463,1.1062175747638192,1.2410474176713209,1.0,2.1950560049647447
0.3203125,0.8506094363226439,1.1828254400521727,1.2563689907289914,1.0,2.208564038549561
0.32421875,0.8489429305548271,1.2594333053405258,1.2716905637866622,1.0,2.222072072134377
0.328125,0.8472899412850309,1.3360411706288788,1.2870121368443328,1.0,2.235580105719193
0.33203125,0.845650393565661,1.412649035917232,1.3023337099020034,1.0,2.249088139304009
